t Vext Gehp
0.000e+00 1.170e+00 3.400e+27
2.181e-02 1.165e+00 3.400e+27
4.362e-02 1.161e+00 3.400e+27
6.543e-02 1.156e+00 3.400e+27
8.724e-02 1.151e+00 3.400e+27
1.090e-01 1.147e+00 3.400e+27
1.309e-01 1.142e+00 3.400e+27
1.527e-01 1.137e+00 3.400e+27
1.745e-01 1.132e+00 3.400e+27
1.963e-01 1.128e+00 3.400e+27
2.181e-01 1.123e+00 3.400e+27
2.399e-01 1.118e+00 3.400e+27
2.617e-01 1.114e+00 3.400e+27
2.835e-01 1.109e+00 3.400e+27
3.053e-01 1.104e+00 3.400e+27
3.271e-01 1.100e+00 3.400e+27
3.490e-01 1.095e+00 3.400e+27
3.708e-01 1.090e+00 3.400e+27
3.926e-01 1.085e+00 3.400e+27
4.144e-01 1.081e+00 3.400e+27
4.362e-01 1.076e+00 3.400e+27
4.580e-01 1.071e+00 3.400e+27
4.798e-01 1.067e+00 3.400e+27
5.016e-01 1.062e+00 3.400e+27
5.234e-01 1.057e+00 3.400e+27
5.452e-01 1.053e+00 3.400e+27
5.671e-01 1.048e+00 3.400e+27
5.889e-01 1.043e+00 3.400e+27
6.107e-01 1.038e+00 3.400e+27
6.325e-01 1.034e+00 3.400e+27
6.543e-01 1.029e+00 3.400e+27
6.761e-01 1.024e+00 3.400e+27
6.979e-01 1.020e+00 3.400e+27
7.197e-01 1.015e+00 3.400e+27
7.415e-01 1.010e+00 3.400e+27
7.633e-01 1.006e+00 3.400e+27
7.852e-01 1.001e+00 3.400e+27
8.070e-01 9.961e-01 3.400e+27
8.288e-01 9.914e-01 3.400e+27
8.506e-01 9.867e-01 3.400e+27
8.724e-01 9.820e-01 3.400e+27
8.942e-01 9.773e-01 3.400e+27
9.160e-01 9.727e-01 3.400e+27
9.378e-01 9.680e-01 3.400e+27
9.596e-01 9.633e-01 3.400e+27
9.814e-01 9.586e-01 3.400e+27
1.003e+00 9.539e-01 3.400e+27
1.025e+00 9.492e-01 3.400e+27
1.047e+00 9.445e-01 3.400e+27
1.069e+00 9.398e-01 3.400e+27
1.090e+00 9.351e-01 3.400e+27
1.112e+00 9.304e-01 3.400e+27
1.134e+00 9.257e-01 3.400e+27
1.156e+00 9.210e-01 3.400e+27
1.178e+00 9.163e-01 3.400e+27
1.200e+00 9.116e-01 3.400e+27
1.221e+00 9.069e-01 3.400e+27
1.243e+00 9.022e-01 3.400e+27
1.265e+00 8.975e-01 3.400e+27
1.287e+00 8.928e-01 3.400e+27
1.309e+00 8.881e-01 3.400e+27
1.330e+00 8.834e-01 3.400e+27
1.352e+00 8.787e-01 3.400e+27
1.374e+00 8.740e-01 3.400e+27
1.396e+00 8.693e-01 3.400e+27
1.418e+00 8.646e-01 3.400e+27
1.439e+00 8.599e-01 3.400e+27
1.461e+00 8.552e-01 3.400e+27
1.483e+00 8.505e-01 3.400e+27
1.505e+00 8.458e-01 3.400e+27
1.527e+00 8.411e-01 3.400e+27
1.549e+00 8.364e-01 3.400e+27
1.570e+00 8.317e-01 3.400e+27
1.592e+00 8.270e-01 3.400e+27
1.614e+00 8.223e-01 3.400e+27
1.636e+00 8.176e-01 3.400e+27
1.658e+00 8.129e-01 3.400e+27
1.679e+00 8.082e-01 3.400e+27
1.701e+00 8.035e-01 3.400e+27
1.723e+00 7.988e-01 3.400e+27
1.745e+00 7.941e-01 3.400e+27
1.767e+00 7.894e-01 3.400e+27
1.788e+00 7.847e-01 3.400e+27
1.810e+00 7.800e-01 3.400e+27
1.832e+00 7.753e-01 3.400e+27
1.854e+00 7.706e-01 3.400e+27
1.876e+00 7.659e-01 3.400e+27
1.897e+00 7.612e-01 3.400e+27
1.919e+00 7.565e-01 3.400e+27
1.941e+00 7.518e-01 3.400e+27
1.963e+00 7.471e-01 3.400e+27
1.985e+00 7.424e-01 3.400e+27
2.007e+00 7.377e-01 3.400e+27
2.028e+00 7.330e-01 3.400e+27
2.050e+00 7.283e-01 3.400e+27
2.072e+00 7.236e-01 3.400e+27
2.094e+00 7.189e-01 3.400e+27
2.116e+00 7.142e-01 3.400e+27
2.137e+00 7.095e-01 3.400e+27
2.159e+00 7.048e-01 3.400e+27
2.181e+00 7.001e-01 3.400e+27
2.203e+00 6.954e-01 3.400e+27
2.225e+00 6.907e-01 3.400e+27
2.246e+00 6.860e-01 3.400e+27
2.268e+00 6.813e-01 3.400e+27
2.290e+00 6.766e-01 3.400e+27
2.312e+00 6.719e-01 3.400e+27
2.334e+00 6.672e-01 3.400e+27
2.355e+00 6.625e-01 3.400e+27
2.377e+00 6.578e-01 3.400e+27
2.399e+00 6.531e-01 3.400e+27
2.421e+00 6.484e-01 3.400e+27
2.443e+00 6.437e-01 3.400e+27
2.465e+00 6.390e-01 3.400e+27
2.486e+00 6.343e-01 3.400e+27
2.508e+00 6.296e-01 3.400e+27
2.530e+00 6.249e-01 3.400e+27
2.552e+00 6.202e-01 3.400e+27
2.574e+00 6.155e-01 3.400e+27
2.595e+00 6.108e-01 3.400e+27
2.617e+00 6.061e-01 3.400e+27
2.639e+00 6.014e-01 3.400e+27
2.661e+00 5.967e-01 3.400e+27
2.683e+00 5.920e-01 3.400e+27
2.704e+00 5.873e-01 3.400e+27
2.726e+00 5.827e-01 3.400e+27
2.748e+00 5.780e-01 3.400e+27
2.770e+00 5.733e-01 3.400e+27
2.792e+00 5.686e-01 3.400e+27
2.813e+00 5.639e-01 3.400e+27
2.835e+00 5.592e-01 3.400e+27
2.857e+00 5.545e-01 3.400e+27
2.879e+00 5.498e-01 3.400e+27
2.901e+00 5.451e-01 3.400e+27
2.923e+00 5.404e-01 3.400e+27
2.944e+00 5.357e-01 3.400e+27
2.966e+00 5.310e-01 3.400e+27
2.988e+00 5.263e-01 3.400e+27
3.010e+00 5.216e-01 3.400e+27
3.032e+00 5.169e-01 3.400e+27
3.053e+00 5.122e-01 3.400e+27
3.075e+00 5.075e-01 3.400e+27
3.097e+00 5.028e-01 3.400e+27
3.119e+00 4.981e-01 3.400e+27
3.141e+00 4.934e-01 3.400e+27
3.162e+00 4.887e-01 3.400e+27
3.184e+00 4.840e-01 3.400e+27
3.206e+00 4.793e-01 3.400e+27
3.228e+00 4.746e-01 3.400e+27
3.250e+00 4.699e-01 3.400e+27
3.271e+00 4.652e-01 3.400e+27
3.293e+00 4.605e-01 3.400e+27
3.315e+00 4.558e-01 3.400e+27
3.337e+00 4.511e-01 3.400e+27
3.359e+00 4.464e-01 3.400e+27
3.381e+00 4.417e-01 3.400e+27
3.402e+00 4.370e-01 3.400e+27
3.424e+00 4.323e-01 3.400e+27
3.446e+00 4.276e-01 3.400e+27
3.468e+00 4.229e-01 3.400e+27
3.490e+00 4.182e-01 3.400e+27
3.511e+00 4.135e-01 3.400e+27
3.533e+00 4.088e-01 3.400e+27
3.555e+00 4.041e-01 3.400e+27
3.577e+00 3.994e-01 3.400e+27
3.599e+00 3.947e-01 3.400e+27
3.620e+00 3.900e-01 3.400e+27
3.642e+00 3.853e-01 3.400e+27
3.664e+00 3.806e-01 3.400e+27
3.686e+00 3.759e-01 3.400e+27
3.708e+00 3.712e-01 3.400e+27
3.729e+00 3.665e-01 3.400e+27
3.751e+00 3.618e-01 3.400e+27
3.773e+00 3.571e-01 3.400e+27
3.795e+00 3.524e-01 3.400e+27
3.817e+00 3.477e-01 3.400e+27
3.839e+00 3.430e-01 3.400e+27
3.860e+00 3.383e-01 3.400e+27
3.882e+00 3.336e-01 3.400e+27
3.904e+00 3.289e-01 3.400e+27
3.926e+00 3.242e-01 3.400e+27
3.948e+00 3.195e-01 3.400e+27
3.969e+00 3.148e-01 3.400e+27
3.991e+00 3.101e-01 3.400e+27
4.013e+00 3.054e-01 3.400e+27
4.035e+00 3.007e-01 3.400e+27
4.057e+00 2.960e-01 3.400e+27
4.078e+00 2.913e-01 3.400e+27
4.100e+00 2.866e-01 3.400e+27
4.122e+00 2.819e-01 3.400e+27
4.144e+00 2.772e-01 3.400e+27
4.166e+00 2.725e-01 3.400e+27
4.187e+00 2.678e-01 3.400e+27
4.209e+00 2.631e-01 3.400e+27
4.231e+00 2.584e-01 3.400e+27
4.253e+00 2.537e-01 3.400e+27
4.275e+00 2.490e-01 3.400e+27
4.297e+00 2.443e-01 3.400e+27
4.318e+00 2.396e-01 3.400e+27
4.340e+00 2.349e-01 3.400e+27
4.362e+00 2.302e-01 3.400e+27
4.384e+00 2.255e-01 3.400e+27
4.406e+00 2.208e-01 3.400e+27
4.427e+00 2.161e-01 3.400e+27
4.449e+00 2.114e-01 3.400e+27
4.471e+00 2.067e-01 3.400e+27
4.493e+00 2.020e-01 3.400e+27
4.515e+00 1.973e-01 3.400e+27
4.536e+00 1.927e-01 3.400e+27
4.558e+00 1.880e-01 3.400e+27
4.580e+00 1.833e-01 3.400e+27
4.602e+00 1.786e-01 3.400e+27
4.624e+00 1.739e-01 3.400e+27
4.646e+00 1.692e-01 3.400e+27
4.667e+00 1.645e-01 3.400e+27
4.689e+00 1.598e-01 3.400e+27
4.711e+00 1.551e-01 3.400e+27
4.733e+00 1.504e-01 3.400e+27
4.755e+00 1.457e-01 3.400e+27
4.776e+00 1.410e-01 3.400e+27
4.798e+00 1.363e-01 3.400e+27
4.820e+00 1.316e-01 3.400e+27
4.842e+00 1.269e-01 3.400e+27
4.864e+00 1.222e-01 3.400e+27
4.885e+00 1.175e-01 3.400e+27
4.907e+00 1.128e-01 3.400e+27
4.929e+00 1.081e-01 3.400e+27
4.951e+00 1.034e-01 3.400e+27
4.973e+00 9.867e-02 3.400e+27
4.994e+00 9.398e-02 3.400e+27
5.016e+00 8.928e-02 3.400e+27
5.038e+00 8.458e-02 3.400e+27
5.060e+00 7.988e-02 3.400e+27
5.082e+00 7.518e-02 3.400e+27
5.104e+00 7.048e-02 3.400e+27
5.125e+00 6.578e-02 3.400e+27
5.147e+00 6.108e-02 3.400e+27
5.169e+00 5.639e-02 3.400e+27
5.191e+00 5.169e-02 3.400e+27
5.213e+00 4.699e-02 3.400e+27
5.234e+00 4.229e-02 3.400e+27
5.256e+00 3.759e-02 3.400e+27
5.278e+00 3.289e-02 3.400e+27
5.300e+00 2.819e-02 3.400e+27
5.322e+00 2.349e-02 3.400e+27
5.343e+00 1.880e-02 3.400e+27
5.365e+00 1.410e-02 3.400e+27
5.387e+00 9.398e-03 3.400e+27
5.409e+00 4.699e-03 3.400e+27
5.431e+00 0.000e+00 3.400e+27
5.452e+00 4.699e-03 3.400e+27
5.474e+00 9.398e-03 3.400e+27
5.496e+00 1.410e-02 3.400e+27
5.518e+00 1.880e-02 3.400e+27
5.540e+00 2.349e-02 3.400e+27
5.562e+00 2.819e-02 3.400e+27
5.583e+00 3.289e-02 3.400e+27
5.605e+00 3.759e-02 3.400e+27
5.627e+00 4.229e-02 3.400e+27
5.649e+00 4.699e-02 3.400e+27
5.671e+00 5.169e-02 3.400e+27
5.692e+00 5.639e-02 3.400e+27
5.714e+00 6.108e-02 3.400e+27
5.736e+00 6.578e-02 3.400e+27
5.758e+00 7.048e-02 3.400e+27
5.780e+00 7.518e-02 3.400e+27
5.801e+00 7.988e-02 3.400e+27
5.823e+00 8.458e-02 3.400e+27
5.845e+00 8.928e-02 3.400e+27
5.867e+00 9.398e-02 3.400e+27
5.889e+00 9.867e-02 3.400e+27
5.910e+00 1.034e-01 3.400e+27
5.932e+00 1.081e-01 3.400e+27
5.954e+00 1.128e-01 3.400e+27
5.976e+00 1.175e-01 3.400e+27
5.998e+00 1.222e-01 3.400e+27
6.020e+00 1.269e-01 3.400e+27
6.041e+00 1.316e-01 3.400e+27
6.063e+00 1.363e-01 3.400e+27
6.085e+00 1.410e-01 3.400e+27
6.107e+00 1.457e-01 3.400e+27
6.129e+00 1.504e-01 3.400e+27
6.150e+00 1.551e-01 3.400e+27
6.172e+00 1.598e-01 3.400e+27
6.194e+00 1.645e-01 3.400e+27
6.216e+00 1.692e-01 3.400e+27
6.238e+00 1.739e-01 3.400e+27
6.259e+00 1.786e-01 3.400e+27
6.281e+00 1.833e-01 3.400e+27
6.303e+00 1.880e-01 3.400e+27
6.325e+00 1.927e-01 3.400e+27
6.347e+00 1.973e-01 3.400e+27
6.368e+00 2.020e-01 3.400e+27
6.390e+00 2.067e-01 3.400e+27
6.412e+00 2.114e-01 3.400e+27
6.434e+00 2.161e-01 3.400e+27
6.456e+00 2.208e-01 3.400e+27
6.478e+00 2.255e-01 3.400e+27
6.499e+00 2.302e-01 3.400e+27
6.521e+00 2.349e-01 3.400e+27
6.543e+00 2.396e-01 3.400e+27
6.565e+00 2.443e-01 3.400e+27
6.587e+00 2.490e-01 3.400e+27
6.608e+00 2.537e-01 3.400e+27
6.630e+00 2.584e-01 3.400e+27
6.652e+00 2.631e-01 3.400e+27
6.674e+00 2.678e-01 3.400e+27
6.696e+00 2.725e-01 3.400e+27
6.717e+00 2.772e-01 3.400e+27
6.739e+00 2.819e-01 3.400e+27
6.761e+00 2.866e-01 3.400e+27
6.783e+00 2.913e-01 3.400e+27
6.805e+00 2.960e-01 3.400e+27
6.826e+00 3.007e-01 3.400e+27
6.848e+00 3.054e-01 3.400e+27
6.870e+00 3.101e-01 3.400e+27
6.892e+00 3.148e-01 3.400e+27
6.914e+00 3.195e-01 3.400e+27
6.936e+00 3.242e-01 3.400e+27
6.957e+00 3.289e-01 3.400e+27
