t Vext Gehp
0.000e+00 1.170e+00 3.400e+27
2.181e-06 1.165e+00 3.400e+27
4.362e-06 1.161e+00 3.400e+27
6.543e-06 1.156e+00 3.400e+27
8.724e-06 1.151e+00 3.400e+27
1.090e-05 1.147e+00 3.400e+27
1.309e-05 1.142e+00 3.400e+27
1.527e-05 1.137e+00 3.400e+27
1.745e-05 1.132e+00 3.400e+27
1.963e-05 1.128e+00 3.400e+27
2.181e-05 1.123e+00 3.400e+27
2.399e-05 1.118e+00 3.400e+27
2.617e-05 1.114e+00 3.400e+27
2.835e-05 1.109e+00 3.400e+27
3.053e-05 1.104e+00 3.400e+27
3.271e-05 1.100e+00 3.400e+27
3.490e-05 1.095e+00 3.400e+27
3.708e-05 1.090e+00 3.400e+27
3.926e-05 1.085e+00 3.400e+27
4.144e-05 1.081e+00 3.400e+27
4.362e-05 1.076e+00 3.400e+27
4.580e-05 1.071e+00 3.400e+27
4.798e-05 1.067e+00 3.400e+27
5.016e-05 1.062e+00 3.400e+27
5.234e-05 1.057e+00 3.400e+27
5.452e-05 1.053e+00 3.400e+27
5.671e-05 1.048e+00 3.400e+27
5.889e-05 1.043e+00 3.400e+27
6.107e-05 1.038e+00 3.400e+27
6.325e-05 1.034e+00 3.400e+27
6.543e-05 1.029e+00 3.400e+27
6.761e-05 1.024e+00 3.400e+27
6.979e-05 1.020e+00 3.400e+27
7.197e-05 1.015e+00 3.400e+27
7.415e-05 1.010e+00 3.400e+27
7.633e-05 1.006e+00 3.400e+27
7.852e-05 1.001e+00 3.400e+27
8.070e-05 9.961e-01 3.400e+27
8.288e-05 9.914e-01 3.400e+27
8.506e-05 9.867e-01 3.400e+27
8.724e-05 9.820e-01 3.400e+27
8.942e-05 9.773e-01 3.400e+27
9.160e-05 9.727e-01 3.400e+27
9.378e-05 9.680e-01 3.400e+27
9.596e-05 9.633e-01 3.400e+27
9.814e-05 9.586e-01 3.400e+27
1.003e-04 9.539e-01 3.400e+27
1.025e-04 9.492e-01 3.400e+27
1.047e-04 9.445e-01 3.400e+27
1.069e-04 9.398e-01 3.400e+27
1.090e-04 9.351e-01 3.400e+27
1.112e-04 9.304e-01 3.400e+27
1.134e-04 9.257e-01 3.400e+27
1.156e-04 9.210e-01 3.400e+27
1.178e-04 9.163e-01 3.400e+27
1.200e-04 9.116e-01 3.400e+27
1.221e-04 9.069e-01 3.400e+27
1.243e-04 9.022e-01 3.400e+27
1.265e-04 8.975e-01 3.400e+27
1.287e-04 8.928e-01 3.400e+27
1.309e-04 8.881e-01 3.400e+27
1.330e-04 8.834e-01 3.400e+27
1.352e-04 8.787e-01 3.400e+27
1.374e-04 8.740e-01 3.400e+27
1.396e-04 8.693e-01 3.400e+27
1.418e-04 8.646e-01 3.400e+27
1.439e-04 8.599e-01 3.400e+27
1.461e-04 8.552e-01 3.400e+27
1.483e-04 8.505e-01 3.400e+27
1.505e-04 8.458e-01 3.400e+27
1.527e-04 8.411e-01 3.400e+27
1.549e-04 8.364e-01 3.400e+27
1.570e-04 8.317e-01 3.400e+27
1.592e-04 8.270e-01 3.400e+27
1.614e-04 8.223e-01 3.400e+27
1.636e-04 8.176e-01 3.400e+27
1.658e-04 8.129e-01 3.400e+27
1.679e-04 8.082e-01 3.400e+27
1.701e-04 8.035e-01 3.400e+27
1.723e-04 7.988e-01 3.400e+27
1.745e-04 7.941e-01 3.400e+27
1.767e-04 7.894e-01 3.400e+27
1.788e-04 7.847e-01 3.400e+27
1.810e-04 7.800e-01 3.400e+27
1.832e-04 7.753e-01 3.400e+27
1.854e-04 7.706e-01 3.400e+27
1.876e-04 7.659e-01 3.400e+27
1.897e-04 7.612e-01 3.400e+27
1.919e-04 7.565e-01 3.400e+27
1.941e-04 7.518e-01 3.400e+27
1.963e-04 7.471e-01 3.400e+27
1.985e-04 7.424e-01 3.400e+27
2.007e-04 7.377e-01 3.400e+27
2.028e-04 7.330e-01 3.400e+27
2.050e-04 7.283e-01 3.400e+27
2.072e-04 7.236e-01 3.400e+27
2.094e-04 7.189e-01 3.400e+27
2.116e-04 7.142e-01 3.400e+27
2.137e-04 7.095e-01 3.400e+27
2.159e-04 7.048e-01 3.400e+27
2.181e-04 7.001e-01 3.400e+27
2.203e-04 6.954e-01 3.400e+27
2.225e-04 6.907e-01 3.400e+27
2.246e-04 6.860e-01 3.400e+27
2.268e-04 6.813e-01 3.400e+27
2.290e-04 6.766e-01 3.400e+27
2.312e-04 6.719e-01 3.400e+27
2.334e-04 6.672e-01 3.400e+27
2.355e-04 6.625e-01 3.400e+27
2.377e-04 6.578e-01 3.400e+27
2.399e-04 6.531e-01 3.400e+27
2.421e-04 6.484e-01 3.400e+27
2.443e-04 6.437e-01 3.400e+27
2.465e-04 6.390e-01 3.400e+27
2.486e-04 6.343e-01 3.400e+27
2.508e-04 6.296e-01 3.400e+27
2.530e-04 6.249e-01 3.400e+27
2.552e-04 6.202e-01 3.400e+27
2.574e-04 6.155e-01 3.400e+27
2.595e-04 6.108e-01 3.400e+27
2.617e-04 6.061e-01 3.400e+27
2.639e-04 6.014e-01 3.400e+27
2.661e-04 5.967e-01 3.400e+27
2.683e-04 5.920e-01 3.400e+27
2.704e-04 5.873e-01 3.400e+27
2.726e-04 5.827e-01 3.400e+27
2.748e-04 5.780e-01 3.400e+27
2.770e-04 5.733e-01 3.400e+27
2.792e-04 5.686e-01 3.400e+27
2.813e-04 5.639e-01 3.400e+27
2.835e-04 5.592e-01 3.400e+27
2.857e-04 5.545e-01 3.400e+27
2.879e-04 5.498e-01 3.400e+27
2.901e-04 5.451e-01 3.400e+27
2.923e-04 5.404e-01 3.400e+27
2.944e-04 5.357e-01 3.400e+27
2.966e-04 5.310e-01 3.400e+27
2.988e-04 5.263e-01 3.400e+27
3.010e-04 5.216e-01 3.400e+27
3.032e-04 5.169e-01 3.400e+27
3.053e-04 5.122e-01 3.400e+27
3.075e-04 5.075e-01 3.400e+27
3.097e-04 5.028e-01 3.400e+27
3.119e-04 4.981e-01 3.400e+27
3.141e-04 4.934e-01 3.400e+27
3.162e-04 4.887e-01 3.400e+27
3.184e-04 4.840e-01 3.400e+27
3.206e-04 4.793e-01 3.400e+27
3.228e-04 4.746e-01 3.400e+27
3.250e-04 4.699e-01 3.400e+27
3.271e-04 4.652e-01 3.400e+27
3.293e-04 4.605e-01 3.400e+27
3.315e-04 4.558e-01 3.400e+27
3.337e-04 4.511e-01 3.400e+27
3.359e-04 4.464e-01 3.400e+27
3.381e-04 4.417e-01 3.400e+27
3.402e-04 4.370e-01 3.400e+27
3.424e-04 4.323e-01 3.400e+27
3.446e-04 4.276e-01 3.400e+27
3.468e-04 4.229e-01 3.400e+27
3.490e-04 4.182e-01 3.400e+27
3.511e-04 4.135e-01 3.400e+27
3.533e-04 4.088e-01 3.400e+27
3.555e-04 4.041e-01 3.400e+27
3.577e-04 3.994e-01 3.400e+27
3.599e-04 3.947e-01 3.400e+27
3.620e-04 3.900e-01 3.400e+27
3.642e-04 3.853e-01 3.400e+27
3.664e-04 3.806e-01 3.400e+27
3.686e-04 3.759e-01 3.400e+27
3.708e-04 3.712e-01 3.400e+27
3.729e-04 3.665e-01 3.400e+27
3.751e-04 3.618e-01 3.400e+27
3.773e-04 3.571e-01 3.400e+27
3.795e-04 3.524e-01 3.400e+27
3.817e-04 3.477e-01 3.400e+27
3.839e-04 3.430e-01 3.400e+27
3.860e-04 3.383e-01 3.400e+27
3.882e-04 3.336e-01 3.400e+27
3.904e-04 3.289e-01 3.400e+27
3.926e-04 3.242e-01 3.400e+27
3.948e-04 3.195e-01 3.400e+27
3.969e-04 3.148e-01 3.400e+27
3.991e-04 3.101e-01 3.400e+27
4.013e-04 3.054e-01 3.400e+27
4.035e-04 3.007e-01 3.400e+27
4.057e-04 2.960e-01 3.400e+27
4.078e-04 2.913e-01 3.400e+27
4.100e-04 2.866e-01 3.400e+27
4.122e-04 2.819e-01 3.400e+27
4.144e-04 2.772e-01 3.400e+27
4.166e-04 2.725e-01 3.400e+27
4.187e-04 2.678e-01 3.400e+27
4.209e-04 2.631e-01 3.400e+27
4.231e-04 2.584e-01 3.400e+27
4.253e-04 2.537e-01 3.400e+27
