t Vext Gehp
0.000e+00 1.170e+00 3.400e+27
1.012e-05 1.165e+00 3.400e+27
2.025e-05 1.161e+00 3.400e+27
3.037e-05 1.156e+00 3.400e+27
4.049e-05 1.151e+00 3.400e+27
5.062e-05 1.147e+00 3.400e+27
6.074e-05 1.142e+00 3.400e+27
7.086e-05 1.137e+00 3.400e+27
8.099e-05 1.132e+00 3.400e+27
9.111e-05 1.128e+00 3.400e+27
1.012e-04 1.123e+00 3.400e+27
1.114e-04 1.118e+00 3.400e+27
1.215e-04 1.114e+00 3.400e+27
1.316e-04 1.109e+00 3.400e+27
1.417e-04 1.104e+00 3.400e+27
1.518e-04 1.100e+00 3.400e+27
1.620e-04 1.095e+00 3.400e+27
1.721e-04 1.090e+00 3.400e+27
1.822e-04 1.085e+00 3.400e+27
1.923e-04 1.081e+00 3.400e+27
2.025e-04 1.076e+00 3.400e+27
2.126e-04 1.071e+00 3.400e+27
2.227e-04 1.067e+00 3.400e+27
2.328e-04 1.062e+00 3.400e+27
2.430e-04 1.057e+00 3.400e+27
2.531e-04 1.053e+00 3.400e+27
2.632e-04 1.048e+00 3.400e+27
2.733e-04 1.043e+00 3.400e+27
2.835e-04 1.038e+00 3.400e+27
2.936e-04 1.034e+00 3.400e+27
3.037e-04 1.029e+00 3.400e+27
3.138e-04 1.024e+00 3.400e+27
3.239e-04 1.020e+00 3.400e+27
3.341e-04 1.015e+00 3.400e+27
3.442e-04 1.010e+00 3.400e+27
3.543e-04 1.006e+00 3.400e+27
3.644e-04 1.001e+00 3.400e+27
3.746e-04 9.961e-01 3.400e+27
3.847e-04 9.914e-01 3.400e+27
3.948e-04 9.867e-01 3.400e+27
4.049e-04 9.820e-01 3.400e+27
4.151e-04 9.773e-01 3.400e+27
4.252e-04 9.727e-01 3.400e+27
4.353e-04 9.680e-01 3.400e+27
4.454e-04 9.633e-01 3.400e+27
4.555e-04 9.586e-01 3.400e+27
4.657e-04 9.539e-01 3.400e+27
4.758e-04 9.492e-01 3.400e+27
4.859e-04 9.445e-01 3.400e+27
4.960e-04 9.398e-01 3.400e+27
5.062e-04 9.351e-01 3.400e+27
5.163e-04 9.304e-01 3.400e+27
5.264e-04 9.257e-01 3.400e+27
5.365e-04 9.210e-01 3.400e+27
5.467e-04 9.163e-01 3.400e+27
5.568e-04 9.116e-01 3.400e+27
5.669e-04 9.069e-01 3.400e+27
