V	J
-0.1	-106.762389995368
-0.05	-106.183418249189
0.0	-106.29921259842499
0.05000000000000002	-105.720240852246
0.1	-105.488652153775
0.15	-105.372857804539
0.20000000000000004	-105.372857804539
0.25	-104.90968040759599
0.30000000000000004	-104.562297359889
0.35	-104.214914312182
0.4	-103.86753126447401
0.45000000000000007	-103.056970819824
0.5000000000000001	-102.47799907364498
0.55	-102.130616025938
0.6000000000000001	-101.20426123205199
0.65	-99.46734599351551
0.7000000000000001	-95.5303381194997
0.7500000000000001	-82.44557665585911
0.8	-29.9907364520611
0.8500000000000001	128.06855025474852
0.9	204.14543770264
