V	J
-0.1	-9.05887679481241
-0.05	-9.141692913385821
0.0	-8.88179249652617
0.05000000000000002	-8.97769337656322
0.1	-8.70438165817508
0.15	-8.8611973135711
0.20000000000000004	-8.553817739694301
0.25	-8.55806855025475
0.30000000000000004	-8.38212598425197
0.35	-8.300426123205192
0.4	-8.18616720704029
0.45000000000000007	-8.004374710514131
0.5000000000000001	-7.9200937934228755
0.55	-7.57145206113942
0.6000000000000001	-7.4285085687818375
0.65	-6.852814960629921
0.7000000000000001	-5.6859668828161105
0.7500000000000001	0.3819821676702509
0.8	15.748031496063
