V	J
-0.1	-133.395090319592
-0.05	-133.163501621121
0.0	-132.93191292264902
0.05000000000000002	-132.816118573414
0.1	-132.468735525706
0.15	-132.005558128763
0.20000000000000004	-131.426586382585
0.25	-131.079203334877
0.30000000000000004	-130.96340898564102
0.35	-130.268642890227
0.4	-129.80546549328403
0.45000000000000007	-129.342288096341
0.5000000000000001	-128.76331635016197
0.55	-127.489578508569
0.6000000000000001	-126.67901806391802
0.65	-124.710514126911
0.7000000000000001	-119.84715145900898
0.7500000000000001	-104.33070866141692
0.8	-47.1283001389532
0.8500000000000001	118.92079666512355
0.9	257.758221398796
