V	J
-0.1	-160.954145437703
-0.05	-160.49096804076
0.0	-160.143584993052
0.05000000000000002	-159.911996294581
0.1	-159.680407596109
0.15	-159.10143584993102
0.20000000000000004	-158.75405280222301
0.25	-158.406669754516
0.30000000000000004	-158.175081056044
0.35	-157.71190365910098
0.4	-157.24872626215802
0.45000000000000007	-156.438165817508
0.5000000000000001	-155.859194071329
0.55	-154.81704492820802
0.6000000000000001	-153.65910143585
0.65	-150.995831403428
0.7000000000000001	-145.43770264011096
0.7500000000000001	-127.83696155627591
0.8	-64.2658638258453
0.8500000000000001	109.19407132931957
0.9	318.43446039833304
