V	J
-0.1	-3.6900185270958796
-0.05	-3.6698390458545607
0.0	-3.5842820750347397
0.05000000000000002	-3.5145368226030604
0.1	-3.4526899027327502
0.15	-3.35168480778138
0.20000000000000004	-3.3258742473367295
0.25	-3.15463987957388
0.30000000000000004	-3.1659008800370483
0.35	-2.8945541917554403
0.4	-2.92239694302918
0.45000000000000007	-2.6518689207966712
0.5000000000000001	-2.6194302918017565
0.55	-2.33700787401575
0.6000000000000001	-2.243780685502546
0.65	-1.96699050486336
0.7000000000000001	-0.6359162806854912
0.7500000000000001	5.016443955535002
0.8	6.416389532190831
