V	J
-0.1	-45.97035664659559
-0.095	-45.8545622973599
-0.09	-45.8545622973599
-0.085	-45.8545622973599
-0.08	-45.7387679481241
-0.075	-45.8545622973599
-0.07	-45.8545622973599
-0.065	-45.97035664659559
-0.06	-45.8545622973599
-0.055	-45.97035664659559
-0.05	-45.8545622973599
-0.045	-45.8545622973599
-0.04	-45.8545622973599
-0.035	-45.7387679481241
-0.03	-45.8545622973599
-0.025	-45.7387679481241
-0.02	-45.8545622973599
-0.015	-45.7387679481241
-0.01	-45.8545622973599
-0.005	-45.7387679481241
0.0	-45.8545622973599
0.005	-45.7387679481241
0.01	-45.62297359888839
0.015	-45.7387679481241
0.02	-45.62297359888839
0.025	-45.7387679481241
0.03	-45.7387679481241
0.035	-45.8545622973599
0.04	-45.7387679481241
0.045	-45.8545622973599
0.05	-45.62297359888839
0.055	-45.62297359888839
0.06	-45.7387679481241
0.065	-45.507179249652594
0.07	-45.7387679481241
0.075	-45.62297359888839
0.08	-45.62297359888839
0.085	-45.507179249652594
0.09	-45.62297359888839
0.095	-45.507179249652594
0.1	-45.507179249652594
0.105	-45.507179249652594
0.11	-45.3913849004169
0.115	-45.3913849004169
0.12	-45.275590551181104
0.125	-45.3913849004169
0.13	-45.275590551181104
0.135	-45.3913849004169
0.14	-45.275590551181104
0.145	-45.3913849004169
0.15	-45.3913849004169
0.155	-45.1597962019454
0.16	-45.275590551181104
0.165	-45.1597962019454
0.17	-45.275590551181104
0.175	-45.275590551181104
0.18	-45.3913849004169
0.185	-45.275590551181104
0.19	-45.3913849004169
0.195	-45.1597962019454
0.2	-45.1597962019454
0.205	-45.1597962019454
0.21	-45.0440018527096
0.215	-45.1597962019454
0.22	-45.0440018527096
0.225	-45.1597962019454
0.23	-45.0440018527096
0.235	-45.1597962019454
0.24	-44.9282075034738
0.245	-45.0440018527096
0.25	-45.0440018527096
0.255	-44.812413154238094
0.26	-44.9282075034738
0.265	-44.812413154238094
0.27	-44.9282075034738
0.275	-44.9282075034738
0.28	-45.0440018527096
0.285	-44.812413154238094
0.29	-44.9282075034738
0.295	-44.812413154238094
0.3	-44.6966188050023
0.305	-44.812413154238094
0.31	-44.6966188050023
0.315	-44.812413154238094
0.32	-44.6966188050023
0.325	-44.812413154238094
0.33	-44.6966188050023
0.335	-44.812413154238094
0.34	-44.5808244557665
0.345	-44.5808244557665
0.35	-44.5808244557665
0.355	-44.465030106530804
0.36	-44.5808244557665
0.365	-44.349235757295
0.37	-44.465030106530804
0.375	-44.349235757295
0.38	-44.465030106530804
0.385	-44.349235757295
0.39	-44.465030106530804
0.395	-44.349235757295
0.4	-44.2334414080593
0.405	-44.349235757295
0.41	-44.2334414080593
0.415	-44.349235757295
0.42	-44.349235757295
0.425	-44.465030106530804
0.43	-44.349235757295
0.435	-44.465030106530804
0.44	-44.2334414080593
0.445	-44.2334414080593
0.45	-44.2334414080593
0.455	-44.0018527095878
0.46	-44.2334414080593
0.465	-44.11764705882349
0.47	-44.11764705882349
0.475	-44.0018527095878
0.48	-44.11764705882349
0.485	-43.886058360352
0.49	-44.0018527095878
0.495	-44.0018527095878
0.5	-43.770264011116296
0.505	-43.886058360352
0.51	-43.6544696618805
0.515	-43.6544696618805
0.52	-43.6544696618805
0.525	-43.770264011116296
0.53	-43.5386753126447
0.535	-43.6544696618805
0.54	-43.5386753126447
0.545	-43.422880963409
0.55	-43.422880963409
0.555	-43.1912922649375
0.56	-43.307086614173194
0.565	-43.307086614173194
0.57	-43.307086614173194
0.575	-43.1912922649375
0.58	-43.307086614173194
0.585	-43.0754979157017
0.59	-43.0754979157017
0.595	-43.0754979157017
0.6	-42.8439092172302
0.605	-42.959703566466004
0.61	-42.7281148679944
0.615	-42.7281148679944
0.62	-42.61232051875871
0.625	-42.7281148679944
0.63	-42.4965261695229
0.635	-42.4965261695229
0.64	-42.3807318202872
0.645	-42.1491431218157
0.65	-42.1491431218157
0.655	-41.801760074108394
0.66	-41.801760074108394
0.665	-41.685965724872595
0.67	-41.685965724872595
0.675	-41.338582677165405
0.68	-41.22278832792959
0.685	-40.7596109309866
0.69	-40.4122278832793
0.695	-40.18063918480779
0.7	-39.7174617878648
0.705	-39.485873089393195
0.71	-39.0226956924502
0.715	-38.5595182955072
0.72	-37.748957850856904
0.725	-37.1699861046781
0.73	-36.1278369615563
0.735	-35.2014821676702
0.74	-34.159333024548395
0.745	-32.7698008337193
0.75	-31.2644742936545
0.755	-29.1801760074108
0.76	-27.0958777211672
0.765	-24.548402037980498
0.77	-21.885132005558102
0.775	-18.5270958777212
0.78	-14.5900880037054
0.785	-10.080081056044499
0.79	-4.847298517832329
0.795	1.16287517369152
0.8	8.11103520148217
0.805	15.748031496063
0.81	24.548402037980498
0.815	34.5067160722557
0.82	45.62297359888839
0.825	58.2445576655859
0.83	72.1398795738768
0.835	87.5405280222325
0.84	104.33070866141699
0.845	122.973598888374
0.85	142.774432607689
0.855	164.54377026401102
0.86	187.702640111163
0.865	212.59842519684997
0.87	238.76794812413203
0.875	266.905974988421
0.88	296.317739694303
0.885	327.466419638722
0.89	360.120426123205
0.895	392.65863825845304
0.9	428.5548865215379
