V	J
-0.1	-19.8008337193145
-0.05	-19.6850393700787
0.0	-19.6850393700787
0.05000000000000002	-19.569245020843
0.1	-19.4534506716072
0.15	-19.337656322371497
0.20000000000000004	-19.337656322371497
0.25	-19.106067623900003
0.30000000000000004	-19.106067623900003
0.35	-18.7586845761927
0.4	-18.8744789254284
0.45000000000000007	-18.5270958777212
0.5000000000000001	-18.411301528485396
0.55	-18.0639184807781
0.6000000000000001	-17.832329782306598
0.65	-17.2533580361278
0.7000000000000001	-15.632237146827189
0.7500000000000001	-8.78156090782767
0.8	23.737841593330202
0.8500000000000001	38.0963408985641
