V	J
-0.1	-214.335340435387
-0.05	-215.14590088003698
0.0	-214.56692913385803
0.05000000000000002	-214.103751736915
0.1	-213.872163038444
0.15	-213.872163038444
0.20000000000000004	-213.40898564150103
0.25	-213.061602593793
0.30000000000000004	-212.251042149143
0.35	-212.019453450672
0.4	-211.32468735525697
0.45000000000000007	-210.745715609078
0.5000000000000001	-209.35618341824897
0.55	-208.082445576656
0.6000000000000001	-205.998147290412
0.65	-203.10328855951803
0.7000000000000001	-195.460861509958
0.7500000000000001	-173.45993515516392
0.8	-102.01482167670198
0.8500000000000001	81.63501621120948
0.9	406.553960166744
