V	J
-0.1	-79.0875405280222
-0.05	-78.8559518295507
0.0	-78.62436313107919
0.05000000000000002	-78.740157480315
0.1	-78.0453913849004
0.15	-78.1611857341362
0.20000000000000004	-77.8138026864289
0.25	-77.8138026864289
0.30000000000000004	-77.3506252894858
0.35	-77.1190365910144
0.4	-76.88744789254281
0.45000000000000007	-76.42427049559981
0.5000000000000001	-75.9610930986568
0.55	-75.49791570171381
0.6000000000000001	-74.6873552570634
0.65	-73.4136174154701
0.7000000000000001	-70.40296433534039
0.7500000000000001	-59.17091245947196
0.8	-12.853172765169099
0.8500000000000001	135.942566002779
